name,total_downloads,latest_release,has_attestation
rack-oauth2,1753596,2023-12-27 07:45:06.615435,False
rugged,1751774,2025-01-03 15:22:05.246452,False
opentelemetry-instrumentation-active_support,1748199,2025-01-16 05:48:45.30314,False
fiber-annotation,1743398,2023-06-05 08:28:09.98348,False
money,1740915,2024-03-06 12:59:41.635705,False
ruby-openai,1733432,2025-03-14 17:09:14.878617,False
aws-sdk-states,1729506,2025-02-18 21:14:34.58065,False
roo,1721488,2024-01-18 03:55:35.940106,False
aws-sdk-resources,1719770,2025-03-05 20:13:24.940482,False
i18n_data,1716558,2024-09-05 15:28:17.161623,False
fiber-local,1714635,2024-05-02 22:30:26.373509,False
cssbundling-rails,1712267,2025-03-03 15:33:38.439679,False
openid_connect,1710279,2024-10-15 16:11:34.213631,False
swd,1710050,2023-12-27 07:54:28.916479,False
webfinger,1709669,2023-12-27 07:57:04.187321,False
opentelemetry-instrumentation-rails,1706173,2025-02-04 20:57:07.691095,False
mixlib-shellout,1704701,2025-03-04 21:25:17.534388,False
liquid,1699789,2025-02-26 12:18:32.470422,False
no_proxy_fix,1699011,2017-10-17 05:54:14.273815,False
numerizer,1698800,2014-04-23 13:27:17.47513,False
json_schemer,1696961,2025-02-02 00:54:43.33864,False
vite_ruby,1692175,2024-11-21 16:31:52.595639,False
dogapi,1691382,2021-01-27 09:28:27.875637,False
sigdump,1689990,2023-07-03 06:38:47.022842,False
aws-sdk-cloudwatchevents,1689461,2025-02-18 20:23:44.559576,False
opentelemetry-instrumentation-action_view,1688888,2025-01-16 05:48:50.353566,False
aws-sdk-cloudwatch,1687858,2025-03-04 20:11:56.117496,False
aasm,1687333,2023-02-05 12:52:43.658174,False
opentelemetry-instrumentation-sidekiq,1684677,2025-01-16 05:50:06.485941,False
table_print,1678509,2020-06-20 23:31:04.952379,False
opentelemetry-instrumentation-redis,1672697,2025-02-04 20:57:09.979856,False
tzinfo-data,1669774,2025-01-16 21:50:49.756507,False
lru_redux,1666311,2015-04-07 23:27:49.857162,False
http_parser.rb,1664323,2021-09-01 09:02:20.036426,False
pg_query,1663175,2024-12-02 18:54:38.962169,False
opentelemetry-instrumentation-ethon,1660733,2025-01-16 05:49:34.692651,False
gpgme,1659410,2024-01-31 05:51:53.036758,False
Ascii85,1656613,2024-09-15 16:53:57.648377,False
parslet,1656330,2020-02-16 15:18:54.653522,False
opentelemetry-instrumentation-pg,1645428,2025-01-16 05:49:47.914266,False
rbs,1644565,2025-03-14 04:54:39.207648,False
mize,1644147,2024-10-17 20:04:28.745153,False
amatch,1636624,2022-05-15 10:39:37.426847,False
gli,1633720,2025-01-27 15:55:16.506216,False
google-cloud-location,1627724,2025-01-29 05:06:29.737395,False
sixarm_ruby_unaccent,1626580,2023-05-23 21:36:38.349363,False
ransack,1621645,2025-02-07 10:18:26.476095,False
mustermann-grape,1620672,2023-11-24 14:23:49.53873,False
grape,1620443,2025-02-08 13:33:09.094721,False
colorize,1605073,2023-06-23 19:44:24.195686,False
dry-cli,1603664,2024-10-15 04:25:56.858735,False
redcarpet,1603206,2025-02-25 20:28:50.543183,False
aws-sdk,1598125,2023-11-22 22:02:22.424861,False
ffaker,1593674,2025-02-02 06:04:53.06855,False
recursive-open-struct,1593433,2024-10-04 05:53:52.377636,False
pdf-reader,1584601,2025-02-04 00:13:24.774783,False
opentelemetry-instrumentation-active_job,1579384,2025-01-16 05:48:56.271798,False
geocoder,1575035,2024-12-18 23:12:05.090324,False
device_detector,1572746,2024-07-03 07:12:21.709498,False
term-ansicolor,1569067,2024-08-04 14:18:34.839137,False
simplecov-lcov,1567054,2020-02-18 15:15:50.104497,False
prime,1565460,2024-11-19 05:06:05.497633,False
opentelemetry-instrumentation-concurrent_ruby,1563193,2025-01-16 05:49:27.967963,False
marginalia,1556458,2021-08-20 03:39:48.639934,False
opentelemetry-instrumentation-excon,1554646,2025-01-16 05:49:37.313579,False
opentelemetry-helpers-sql-obfuscation,1550574,2025-01-16 05:48:30.820133,False
rubocop-graphql,1547074,2024-08-03 11:40:49.841196,False
annotate,1546706,2022-02-10 06:20:44.218322,False
vite_rails,1543479,2024-11-05 13:00:29.052922,False
email_validator,1543388,2022-11-09 21:28:39.919265,False
fuzzy_match,1537957,2014-07-14 16:04:31.73449,False
license_finder,1537921,2024-05-09 00:26:24.112818,False
opentelemetry-instrumentation-aws_sdk,1536924,2025-01-16 05:49:07.364744,False
pundit,1532579,2025-03-03 13:42:36.16842,False
importmap-rails,1532373,2024-12-21 01:22:53.398985,False
omniauth-saml,1529339,2025-03-12 19:16:04.060996,False
molinillo,1529202,2021-08-09 16:24:20.051164,False
rack-accept,1526049,2012-06-15 15:38:20.495863,False
jsonapi-renderer,1525319,2019-06-13 13:37:10.525572,False
opentelemetry-instrumentation-graphql,1521741,2025-01-16 05:49:16.05301,False
with_env,1520559,2015-07-15 15:13:56.70474,False
newrelic_rpm,1518167,2025-01-29 19:26:30.527424,False
aws-sdk-ses,1517908,2025-03-04 20:13:26.029763,False
state_machines-activemodel,1515991,2023-06-30 17:09:16.323281,False
elasticsearch-model,1514381,2024-05-30 15:26:17.071606,False
fog-google,1514224,2024-04-12 10:16:45.284166,False
deep_merge,1514143,2022-01-07 22:31:29.587282,False
uglifier,1512812,2024-09-22 10:00:18.644915,False
cocoapods-downloader,1507307,2023-11-19 20:31:54.171418,False
jira-ruby,1506033,2025-03-11 23:11:01.157206,False
chef-utils,1505599,2024-12-13 14:25:12.796116,False
ruby-macho,1504278,2024-06-11 01:21:55.707964,False
state_machines-activerecord,1500498,2023-06-30 17:24:03.086665,False
atlassian-jwt,1492479,2021-08-13 00:04:13.459347,False
rbtrace,1491502,2023-12-19 06:48:15.272436,False
ruby-graphviz,1488857,2020-03-05 15:54:46.358819,False
devise-two-factor,1484777,2024-11-11 18:35:52.435566,False
slack-notifier,1477890,2021-05-07 20:03:48.571012,False
ansi,1475973,2015-01-17 00:46:55.134946,False
gitlab_quality-test_tooling,1473385,2025-02-18 03:26:58.530757,False
google-apis-compute_v1,1472153,2025-03-16 11:02:30.878812,False
sorbet-static,1468284,2025-03-15 05:35:55.338413,False
google-apis-monitoring_v3,1459368,2025-03-09 11:05:39.911036,False
charlock_holmes,1458905,2024-07-10 18:46:18.413987,False
coffee-script-source,1458686,2016-12-16 14:55:38.398855,False
google-apis-dns_v1,1456903,2025-03-09 11:03:38.111195,False
net-ldap,1453911,2024-01-03 17:07:39.729249,False
flipper-active_support_cache_store,1453715,2025-03-03 19:08:07.309767,False
dumb_delegator,1451787,2024-12-17 16:12:02.373174,False
axe-core-api,1451750,2024-11-08 13:39:07.715058,False
sass,1449794,2019-04-04 00:50:00.426199,False
google-apis-pubsub_v1,1448768,2025-03-02 12:11:21.161709,False
rubocop-minitest,1448622,2025-02-15 17:51:58.009704,False
opentelemetry-instrumentation-rake,1448272,2025-01-16 05:48:38.028607,False
deprecation_toolkit,1448029,2025-01-23 09:48:28.745531,False
case_transform,1447450,2016-09-22 15:29:25.919209,False
google-apis-sqladmin_v1beta4,1446662,2025-03-16 11:06:15.252235,False
gemoji,1444726,2023-03-29 12:57:10.861026,False
murmurhash3,1442363,2023-01-05 20:16:31.153686,False
bundler-audit,1441756,2024-08-22 23:56:31.116848,False
rb_sys,1439992,2025-02-28 04:09:23.756108,False
coffee-script,1433819,2015-04-06 18:58:00.893144,False
email_spec,1432225,2024-07-22 02:42:34.895155,False
strong_migrations,1429647,2025-02-01 19:55:45.936979,False
danger-gitlab,1419983,2024-07-16 15:22:58.390538,False
fluent-plugin-record-modifier,1418757,2023-12-07 19:35:09.932208,False
grape-entity,1418100,2024-04-10 13:58:48.882605,False
algoliasearch,1417340,2020-10-28 09:25:49.953266,False
hashery,1415563,2016-05-01 16:20:03.98964,False
escape_utils,1415363,2022-06-16 12:52:35.212756,False
autoprefixer-rails,1414870,2024-08-01 13:01:15.207558,False
opentelemetry-instrumentation-action_mailer,1413009,2025-01-16 05:48:47.958367,False
gon,1407772,2020-09-18 17:03:10.627264,False
afm,1406920,2014-07-02 11:42:22.73225,False
gitaly,1405724,2025-03-12 19:02:05.874914,False
coverband,1404079,2024-10-19 21:35:40.161867,False
rinku,1403405,2019-04-23 00:28:55.345435,False
nori,1398535,2024-07-28 17:31:22.045054,False
lockbox,1395453,2024-12-29 23:41:51.552511,False
elasticsearch-rails,1392143,2024-05-30 15:25:53.864091,False
aws-sdk-codecommit,1392125,2025-02-18 20:23:24.620626,False
escape,1390667,2009-07-25 18:23:33,False
health_check,1390410,2021-05-25 18:49:49.494032,False
aws-sdk-cloudwatchlogs,1388765,2025-03-13 19:00:22.961355,False
pdf-core,1386785,2024-03-05 10:08:23.397026,False
cgi,1383920,2025-02-26 07:39:13.979572,True
traces,1382411,2025-02-01 00:18:31.057348,False
grape-swagger,1381425,2025-01-07 22:11:30.636216,False
heapy,1378689,2020-08-26 22:48:32.942102,False
arr-pm,1377436,2022-09-19 18:01:47.000286,False
chronic,1375725,2013-09-09 07:05:55.182409,False
cocoapods-deintegrate,1374817,2021-08-16 15:23:03.278356,False
cocoapods-search,1374390,2021-08-13 18:39:59.214382,False
fourflusher,1374325,2019-06-18 12:50:53.242534,False
cocoapods-try,1373944,2020-04-20 19:15:26.100497,False
aws-sdk-iam,1372074,2025-03-04 20:11:56.118361,False
mixlib-config,1371174,2022-06-08 13:42:20.889497,False
cocoapods-trunk,1370795,2021-09-01 19:10:53.273543,False
prawn,1368454,2024-03-05 10:33:22.557364,False
cocoapods-plugins,1367790,2016-05-10 14:38:00.207362,False
fast_gettext,1367474,2025-01-06 20:33:19.044853,False
haml_lint,1364790,2025-02-24 21:47:02.014803,False
aws-sdk-firehose,1362939,2025-02-18 20:35:44.563588,False
mixlib-cli,1361665,2020-08-21 18:55:30.705579,False
opentelemetry-instrumentation-grape,1359699,2025-01-16 05:48:33.034572,False
better_errors,1357614,2023-06-14 18:16:43.441195,False
akismet,1352734,2019-08-03 22:03:21.08439,False
better_html,1348396,2024-03-19 14:19:55.857506,False
omniauth-rails_csrf_protection,1342162,2024-05-10 11:24:06.375221,False
asciidoctor,1342116,2024-05-17 22:15:19.695336,False
apollo_upload_server,1341514,2024-05-17 08:13:03.183435,False
snowplow-tracker,1340733,2024-05-17 13:49:25.618163,False
faraday-typhoeus,1338440,2023-10-25 21:15:14.284872,False
sysrandom,1335219,2017-02-25 19:21:57.107684,False
prometheus-client-mmap,1335004,2025-02-19 09:36:10.000196,False
mixlib-log,1333933,2025-01-28 13:27:54.913353,False
locale,1333015,2024-03-18 14:11:49.722741,False
require_all,1332687,2019-10-22 16:56:19.540471,False
kubeclient,1332563,2024-06-18 19:06:15.624037,False
circuitbox,1327551,2023-05-04 21:07:33.35099,False
influxdb-client,1326706,2024-11-27 09:02:50.848603,False
fast_blank,1326666,2021-12-06 01:16:21.254443,False
activemodel-serializers-xml,1326432,2024-09-18 12:42:47.075204,False
ddtrace,1319563,2024-07-01 09:26:09.593513,False
smart_properties,1313756,2021-12-16 16:34:42.360407,False
gssapi,1310569,2020-11-24 19:01:38.235242,False
ruby-statistics,1310554,2025-01-16 14:32:45.140961,False
sys-filesystem,1308059,2024-10-04 02:04:19.757618,False
slack-ruby-client,1306741,2025-02-19 15:15:10.572537,False
imagen,1306130,2024-08-25 15:54:10.369296,False
undercover,1304978,2024-12-23 15:03:39.9975,False
fog-local,1304582,2022-01-21 01:57:35.804059,False
omniauth_openid_connect,1304054,2024-07-04 22:06:16.902613,False
text,1302174,2015-04-13 14:55:19.366807,False
batch-loader,1301999,2024-04-24 15:22:18.071295,False
coffee-rails,1300608,2019-04-23 18:41:19.325028,False
gettext,1295315,2025-01-27 05:08:20.480815,False
cbor,1295097,2023-12-31 14:22:17.91482,False
gyoku,1295005,2022-04-01 08:38:10.795413,False
climate_control,1293841,2022-07-15 10:47:14.775529,False
fastlane-sirp,1293603,2024-10-19 20:04:11.26459,False
sorbet,1290295,2025-03-15 05:36:05.640467,False
seed-fu,1283650,2018-04-07 07:18:38.636842,False
axe-core-rspec,1283512,2024-11-08 13:39:13.755126,False
gitlab-markup,1282779,2025-02-26 17:10:46.490109,False
derailed_benchmarks,1280419,2024-10-15 17:23:42.238965,False
truncato,1276348,2025-02-11 14:12:36.47701,False
grape_logging,1275006,2020-08-26 09:26:46.84002,False
thrift,1274014,2024-09-22 19:05:58.468209,False
html-pipeline,1273680,2024-12-15 22:22:20.649071,False
fuzzyurl,1273204,2016-06-28 10:24:54.086254,False
cose,1272427,2024-08-12 21:19:15.79944,False
metrics,1271691,2025-03-07 23:12:48.350116,False
licensee,1271087,2024-11-23 02:03:38.005576,False
webauthn,1270126,2025-02-17 17:28:25.390495,False
libyajl2,1269182,2023-07-18 16:17:52.483959,False
omniauth-github,1268875,2022-09-23 20:13:13.854888,False
omniauth-auth0,1268714,2023-07-25 14:22:07.201728,False
mini_histogram,1267948,2020-09-24 20:43:50.297608,False
opentracing,1267848,2019-01-14 18:22:07.860934,False
ffi-yajl,1266600,2023-07-19 18:42:54.182144,False
openssl-signature_algorithm,1266166,2023-02-15 14:45:25.325832,False
android_key_attestation,1264283,2020-02-17 03:53:40.371875,False
invisible_captcha,1263240,2024-03-17 19:00:23.006858,False
tpm-key_attestation,1262817,2025-02-06 17:13:01.54894,False
google-logging-utils,1261942,2024-08-27 20:09:59.446274,False
simple_po_parser,1261879,2022-03-22 15:42:06.163202,False
train-core,1261444,2024-08-22 07:46:55.662666,False
gitlab-kas-grpc,1261324,2025-03-12 19:06:28.754998,False
safety_net_attestation,1260348,2019-12-31 17:38:44.476635,False
singleton,1258610,2024-11-08 03:54:45.954022,False
oj-introspect,1258055,2025-02-26 10:53:28.04861,False
grape-swagger-entity,1251086,2024-09-09 22:31:49.903465,False
sysexits,1250985,2014-08-08 19:55:07.62478,False
redis-clustering,1250449,2025-02-20 08:08:00.065007,False
wmi-lite,1249156,2022-03-31 21:37:18.183964,False
aws-sdk-cloudfront,1249143,2025-03-07 20:14:06.902506,False
gitlab-dangerfiles,1246567,2025-01-09 08:28:28.185852,False
rufus-scheduler,1244265,2024-09-04 21:32:00.634927,False
gitlab-glfm-markdown,1243575,2025-03-04 22:27:00.829096,False
doorkeeper-openid_connect,1239715,2025-02-10 10:16:29.00138,False
choice,1238823,2014-12-31 17:22:27.271137,False
awrence,1236913,2024-05-06 07:29:00.752054,False
jsonb_accessor,1236333,2023-10-15 13:54:50.123344,False
rails-erd,1234584,2022-08-13 16:05:17.169113,False
benchmark-memory,1233456,2021-11-03 02:50:23.743438,False
aws-sdk-route53,1231061,2025-02-18 21:07:04.564194,False
ohai,1230086,2024-10-08 14:29:40.684835,False
base32,1228666,2020-08-25 02:23:52.888477,False
valid_email,1228215,2024-03-16 09:09:29.075007,False
duo_api,1216272,2025-02-19 15:31:22.867419,False
RedCloth,1214935,2024-03-13 07:43:39.441737,False
elastic-transport,1213732,2025-02-18 15:50:24.392104,False
hamlit,1212948,2022-11-08 04:38:10.027893,False
spamcheck,1209465,2025-02-25 20:28:18.897095,False
acme-client,1208024,2025-02-16 21:26:47.964318,False
graphlient,1207932,2024-01-06 19:19:34.233784,False
benchmark-perf,1205567,2020-02-24 23:19:47.736567,False
unleash,1205472,2025-03-03 09:30:58.801088,False
chef-config,1204210,2024-12-13 14:25:10.305566,False
fluent-plugin-elasticsearch,1202796,2024-01-15 08:52:35.793797,False
power_assert,1201289,2024-12-23 05:49:39.323646,False
foreman,1201015,2024-04-12 15:04:55.955008,False
benchmark-trend,1198595,2020-03-07 15:14:08.986153,False
redis-cluster-client,1198219,2025-03-13 00:20:05.077745,True
dalli,1198190,2024-02-12 22:59:06.753794,False
benchmark-malloc,1198145,2020-03-07 15:47:36.163649,False
wicked_pdf,1195978,2024-10-26 13:53:43.661712,False
datadog-ci,1191478,2025-03-11 09:59:42.786788,True
test-unit,1190030,2024-12-17 05:52:48.923702,False
sshkit,1187813,2025-02-09 01:24:33.682814,False
omniauth-azure-activedirectory-v2,1186581,2024-10-22 00:05:57.167819,False
rspec-benchmark,1186148,2020-03-09 22:27:06.443987,False
regexp_property_values,1181532,2024-05-22 10:39:46.097217,False
standard,1180804,2025-03-11 20:00:29.309081,False
gitlab-styles,1178051,2025-02-10 13:08:26.390429,False
find_a_port,1177265,2012-07-27 19:09:34.285978,False
re2,1176371,2025-01-06 10:53:30.090457,False
fog-aliyun,1175086,2022-08-17 06:50:35.902269,False
pact-support,1174991,2024-12-05 15:01:47.862668,False
fluent-plugin-s3,1173603,2025-02-18 05:33:11.792163,False
pact-mock_service,1172426,2024-08-07 10:11:20.341267,False
gitlab-mail_room,1169983,2025-03-06 06:14:07.416896,False
phonelib,1168597,2025-03-12 06:38:17.573009,False
gitlab-sdk,1165593,2024-02-29 14:04:11.288237,False
character_set,1165376,2024-01-07 19:18:47.46697,False
tty-table,1163551,2020-09-20 18:26:20.148403,False
js_regex,1163396,2025-01-27 18:32:22.336373,False
pact,1163232,2025-01-20 18:06:29.006879,False
aliyun-sdk,1162785,2020-08-17 03:19:09.124682,False
crystalball,1161520,2019-07-11 16:01:57.00155,False
erubis,1161483,2011-04-01 22:54:09.171353,False
sd_notify,1158064,2021-02-27 10:19:27.846541,False
email_reply_trimmer,1157880,2024-11-29 15:26:42.877127,False
html2text,1156784,2024-06-08 13:42:37.806421,False
expgen,1156127,2013-04-02 15:47:29.463281,False
gettext_i18n_rails,1154603,2024-07-29 16:09:13.744672,False
google-apis-cloudresourcemanager_v1,1154007,2025-03-09 11:02:41.36272,False
discordrb-webhooks,1153923,2023-07-05 16:19:52.546651,False
cucumber,1152910,2025-01-12 11:42:12.588317,False
mongo,1150974,2024-09-19 17:00:54.750019,False
ruby-kafka,1146718,2022-05-25 10:46:05.874266,False
gitlab-license,1144618,2024-11-14 09:59:00.439107,False
slack-messenger,1144007,2024-07-04 21:49:14.537317,False
test_file_finder,1143516,2024-03-28 15:04:18.955626,False
google-apis-cloudbilling_v1,1141891,2024-10-27 11:04:58.293761,False
rake-compiler-dock,1141252,2025-01-20 17:20:30.766663,False
google-cloud-common,1140347,2024-06-11 23:46:53.018938,False
ruby-ole,1140154,2024-03-28 10:34:51.856641,False
cvss-suite,1139168,2024-08-31 15:26:54.626878,False
vmstat,1139087,2019-02-06 20:11:33.872739,False
sys-uname,1137988,2024-11-19 08:33:30.445109,False
pyu-ruby-sasl,1137896,2011-05-25 20:16:18.363784,False
google-apis-iam_v1,1137677,2025-03-02 12:08:22.372213,False
semver_dialects,1137477,2025-02-07 17:35:28.14822,False
deckar01-task_list,1137221,2024-03-04 02:48:18.218878,False
activerecord-explain-analyze,1136735,2017-10-27 20:49:35.986079,False
jaeger-client,1136271,2022-02-01 10:02:44.916049,False
rubypants,1136253,2019-12-30 15:50:14.644983,False
google-cloud-compute-v1,1135755,2025-03-14 19:20:14.370705,False
rubocop-rails-omakase,1134669,2025-02-25 12:20:01.042813,False
google-cloud-artifact_registry-v1,1133484,2025-01-29 02:22:15.168743,False
version_sorter,1132761,2021-10-20 17:45:02.750756,False
tanuki_emoji,1132581,2024-10-29 14:08:55.728957,False
validates_hostname,1132162,2022-10-14 08:59:58.750458,False
fluent-plugin-prometheus,1130138,2024-08-02 08:12:07.539665,False
app_store_connect,1129834,2023-05-02 13:03:31.422219,False
devfile,1129262,2024-11-28 23:50:37.055563,False
omniauth-oauth2-generic,1128834,2020-09-14 17:01:34.261856,False
graphql-docs,1128088,2025-02-10 04:31:31.919574,False
deb_version,1127940,2023-05-30 14:50:05.166973,False
peek,1127467,2019-09-27 19:54:20.756835,False
asciidoctor-kroki,1127312,2024-03-21 17:54:15.899695,False
declarative_policy,1126822,2021-11-05 11:34:45.512115,False
asciidoctor-plantuml,1126785,2022-05-01 10:00:19.561755,False
ssh_data,1125584,2025-01-06 19:50:16.924057,False
doorkeeper-device_authorization_grant,1125501,2023-04-11 19:20:47.66878,False
extended-markdown-filter,1125449,2018-11-13 18:39:23.170302,False
expression_parser,1125119,2010-09-20 22:48:35.809003,False
gitlab-net-dns,1124818,2023-12-16 06:39:24.749817,False
net-ntp,1124698,2015-02-19 00:12:30.026075,False
creole,1124542,2012-10-29 00:18:14.622366,False
gitlab-chronic,1124375,2020-01-03 05:13:57.690243,False
rbtree,1124370,2022-12-10 21:30:55.637578,False
ruby-magic,1123575,2023-03-14 19:06:33.201626,False
cucumber-core,1123395,2025-02-28 14:08:21.445176,False
gitlab-fog-azure-rm,1123098,2024-11-21 06:57:48.633867,False
telesign,1122923,2025-01-16 16:09:37.899228,False
timfel-krb5-auth,1122895,2015-01-13 20:53:33.418301,False
gitlab_omniauth-ldap,1122532,2022-06-24 15:37:58.46091,False
grape-path-helpers,1122432,2023-12-22 20:47:13.283246,False
org-ruby,1122374,2014-12-23 02:36:02.349913,False
asciidoctor-include-ext,1122356,2022-03-29 23:37:45.173896,False
wikicloth,1122246,2015-03-27 15:53:04.120435,False
gitlab-experiment,1122116,2023-10-12 12:29:11.460105,False
gitlab_chronic_duration,1122105,2023-09-18 16:21:11.18746,False
google-apis-container_v1,1121581,2025-03-09 11:02:48.666092,False
omniauth-atlassian-oauth2,1121409,2019-03-02 06:38:43.908592,False
telesignenterprise,1121406,2025-03-05 22:34:05.941398,False
ruby-fogbugz,1121090,2017-02-10 03:13:57.80606,False
google-apis-serviceusage_v1,1121050,2025-03-09 11:06:58.65375,False
gitlab-labkit,1121005,2024-12-05 14:02:45.920437,False
google-apis-container_v1beta1,1120669,2025-03-02 12:05:20.050693,False
omniauth-shibboleth-redux,1120302,2023-03-20 18:05:55.950532,False
google-cloud-profiler-v2,1120211,2025-01-29 04:28:24.795604,False
omniauth-alicloud,1119946,2023-09-15 02:16:59.058301,False
cancancan,1119647,2024-05-28 04:10:35.697961,False
google-cloud-storage_transfer-v1,1119510,2025-01-29 01:07:23.786449,False
google-cloud-storage_transfer,1119423,2025-01-29 04:12:37.678833,False
gitlab-security_report_schemas,1115035,2024-08-26 13:25:00.379132,False
aws-sdk-bedrockruntime,1113843,2025-03-05 20:12:24.534257,False
gitlab-secret_detection,1109337,2025-03-14 18:16:50.5457,False
multi_test,1105064,2022-05-11 16:47:08.813752,False
httpi,1095716,2024-07-14 09:54:51.348903,False
rspec_profiling,1095004,2024-03-12 20:03:14.597359,False
sendgrid-ruby,1093390,2023-12-01 05:20:23.030346,False
spring-watcher-listen,1093125,2022-09-23 19:40:34.785674,False
gitlab-cloud-connector,1091759,2025-03-13 12:08:23.959888,False
sass-listen,1090833,2017-07-13 22:55:19.958422,False
bson,1089610,2024-11-19 09:48:20.179024,False
ruby_http_client,1089112,2022-03-09 20:24:58.869863,False
tty-markdown,1088053,2023-03-12 20:09:12.55216,False
png_quantizator,1086483,2015-08-04 10:20:17.630341,False
sorbet-static-and-runtime,1080487,2025-03-15 05:36:07.795299,False
wasabi,1078818,2024-10-27 19:15:48.664381,False
graphlyte,1077925,2022-07-19 12:38:48.586957,False
paranoia,1076732,2025-01-19 04:29:50.085452,False
pry-shell,1076726,2023-08-03 11:14:45.897541,False
observer,1076426,2023-11-07 03:43:01.4438,False
ruby-prof,1072902,2024-10-20 07:00:19.453694,False
aws-sdk-elasticloadbalancing,1071266,2025-03-04 20:11:56.127834,False
savon,1062524,2024-07-15 16:47:36.995562,False
acts_as_list,1047296,2024-11-19 18:37:53.495879,False
akami,1047123,2024-02-13 21:55:35.1015,False
statsd-ruby,1045552,2021-01-07 08:37:28.132146,False
sorted_set,1038876,2021-02-13 14:03:04.457181,False
fluent-plugin-rewrite-tag-filter,1034590,2020-12-21 07:03:28.158253,False
rubocop-rake,1021246,2025-02-16 10:09:32.780564,False
spreadsheet,1021207,2024-11-20 09:52:06.537288,False
set,1020413,2024-11-29 10:27:40.337429,False
fluent-config-regexp-type,1019619,2018-05-24 02:32:22.636911,False
fastlane-plugin-firebase_app_distribution,1012291,2025-01-07 17:52:31.184433,False
gem-release,1012162,2024-12-28 02:54:13.400268,False
aws-sdk-rds,1011043,2025-03-04 20:11:56.185174,False
simple_form,1008820,2024-05-24 14:44:49.436064,False
mocha,1007598,2025-01-24 15:08:20.166196,False
cucumber-messages,1007251,2025-01-31 13:53:59.71145,False
aws-sdk-ecs,1004461,2025-03-11 19:30:11.168203,False
cucumber-gherkin,1004068,2025-02-17 09:04:16.971817,False
